10.0517 0.522 1.0895 10.0658 0.4526 0.8624 10.0844 0.7044 0.9207 10.2083 0.3075 1.0208 10.0556 0.6289 0.7595 10.2024 0.2732 0.8478 10.0267 0.5535 0.5983 10.1965 0.2389 0.6749 -10.0208 0.3964 0.5857 10.0546 0.2951 0.6132 -10.1062 0.2444 0.5897 -10.0998 0.3062 0.5387 10.1908 0.529 1.0016 10.2106 0.4602 0.6915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10.0517 0.522 1.0895 10.0658 0.4526 0.8624 10.0844 0.7044 0.9207 10.2083 0.3075 1.0208 10.0556 0.6289 0.7595 10.2024 0.2732 0.8478 10.0267 0.5535 0.5983 10.1965 0.2389 0.6749 -10.0208 0.3964 0.5857 10.0546 0.2951 0.6132 -10.1062 0.2444 0.5897 -10.0998 0.3062 0.5387 10.1908 0.529 1.0016 10.2106 0.4602 0.6915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10.0517 0.522 1.0895 10.0658 0.4526 0.8624 10.0844 0.7044 0.9207 10.2083 0.3075 1.0208 10.0556 0.6289 0.7595 10.2024 0.2732 0.8478 10.0267 0.5535 0.5983 10.1965 0.2389 0.6749 -10.0208 0.3964 0.5857 10.0546 0.2951 0.6132 -10.1062 0.2444 0.5897 -10.0998 0.3062 0.5387 10.1908 0.529 1.0016 10.2106 0.4602 0.6915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
10.0517 0.522 1.0895 10.0658 0.4526 0.8624 10.0844 0.7044 0.9207 10.2083 0.3075 1.0208 10.0556 0.6289 0.7595 10.2024 0.2732 0.8478 10.0267 0.5535 0.5983 10.1965 0.2389 0.6749 -10.0208 0.3964 0.5857 10.0546 0.2951 0.6132 -10.1062 0.2444 0.5897 -10.0998 0.3062 0.5387 10.1908 0.529 1.0016 10.2106 0.4602 0.6915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1.12448 -0.586605 0.549112 -1.1999 -0.585167 0.261876 -1.09732 -0.374994 0.359434 -1.12603 -0.803731 0.370491 -1.09172 -0.384993 0.187257 -1.1174 -0.795026 0.197648 -1.08611 -0.394992 0.01508 -1.10877 -0.786321 0.0248044 -1.09662 -0.396717 -0.149189 -1.11552 -0.788046 -0.139674 -1.11199 -0.400286 -0.322804 -1.12795 -0.787733 -0.313668 -1.0596 -0.591205 0.400684 -1.05184 -0.599832 0.0911499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1.12433 -0.586291 0.54906 -1.20006 -0.585245 0.261876 -1.09709 -0.374838 0.359434 -1.12595 -0.803652 0.370413 -1.09136 -0.384915 0.187257 -1.11716 -0.794908 0.197569 -1.08564 -0.394992 0.01508 -1.10838 -0.786164 0.024726 -1.09615 -0.396717 -0.149242 -1.11502 -0.787837 -0.139752 -1.11144 -0.400247 -0.322843 -1.12732 -0.787458 -0.313746 -1.0596 -0.591049 0.400527 -1.05199 -0.59991 0.0910715 0.124326 0.086291 1.74906 0.200056 0.0852454 1.46188 0.0970872 -0.125162 1.55943 0.125947 0.303652 1.57041 0.0913623 -0.115085 1.38726 0.117163 0.294908 1.39757 0.0856375 -0.105008 1.21508 0.10838 0.286164 1.22473 0.0961461 -0.103283 1.05076 0.11502 0.287837 1.06025 0.111438 -0.0997535 0.877157 0.127319 0.287458 0.886254 0.0596012 0.0910487 1.60053 0.0519942 0.0999104 1.29107 
-1.12433 -0.586291 0.54906 -1.19998 -0.585245 0.261876 -1.09709 -0.374838 0.359434 -1.12595 -0.803574 0.370413 -1.09136 -0.384915 0.187218 -1.11716 -0.794869 0.197569 -1.08564 -0.394992 0.0150016 -1.10838 -0.786164 0.024726 -1.09609 -0.396665 -0.149268 -1.11497 -0.787785 -0.139752 -1.11136 -0.400168 -0.322843 -1.12724 -0.787419 -0.313746 -1.0596 -0.591049 0.400527 -1.05199 -0.59991 0.0909931 0.124326 0.086291 1.74906 0.199978 0.0852454 1.46188 0.0970872 -0.125162 1.55943 0.125947 0.303574 1.57041 0.0913623 -0.115085 1.38722 0.117163 0.294869 1.39757 0.0856375 -0.105008 1.215 0.10838 0.286164 1.22473 0.0960938 -0.103335 1.05073 0.114968 0.287785 1.06025 0.11136 -0.099832 0.877157 0.127241 0.287419 0.886254 0.0596012 0.0910487 1.60053 0.0519942 0.0999104 1.29099 
-1.12425 -0.586291 0.549007 -1.19998 -0.585245 0.261876 -1.09709 -0.374838 0.359434 -1.12587 -0.803652 0.370413 -1.09132 -0.384915 0.187218 -1.11708 -0.794908 0.197569 -1.08556 -0.394992 0.0150016 -1.1083 -0.786164 0.024726 -1.09596 -0.396665 -0.149268 -1.11489 -0.787785 -0.139752 -1.11116 -0.400129 -0.322882 -1.12716 -0.78738 -0.313746 -1.05952 -0.591049 0.400527 -1.05199 -0.59991 0.0909931 0.124248 0.086291 1.74901 0.199978 0.0852454 1.46188 0.0970872 -0.125162 1.55943 0.125868 0.303652 1.57041 0.0913231 -0.115085 1.38722 0.117085 0.294908 1.39757 0.0855591 -0.105008 1.215 0.108302 0.286164 1.22473 0.0959632 -0.103335 1.05073 0.114889 0.287785 1.06025 0.111164 -0.0998712 0.877118 0.127162 0.28738 0.886254 0.0595228 0.0910487 1.60053 0.0519942 0.0999104 1.29099 
-1.12425 -0.586291 0.549007 -1.19998 -0.585245 0.261876 -1.09709 -0.374838 0.359434 -1.12587 -0.803652 0.370413 -1.09132 -0.384915 0.187218 -1.11708 -0.794908 0.197569 -1.08556 -0.394992 0.0150016 -1.1083 -0.786164 0.024726 -1.09596 -0.396665 -0.149268 -1.11489 -0.787785 -0.139752 -1.11116 -0.400129 -0.322882 -1.12716 -0.78738 -0.313746 -1.05952 -0.591049 0.400527 -1.05199 -0.59991 0.0909931 0.124248 0.086291 1.74901 0.199978 0.0852454 1.46188 0.0970872 -0.125162 1.55943 0.125868 0.303652 1.57041 0.0913231 -0.115085 1.38722 0.117085 0.294908 1.39757 0.0855591 -0.105008 1.215 0.108302 0.286164 1.22473 0.0959632 -0.103335 1.05073 0.114889 0.287785 1.06025 0.111164 -0.0998712 0.877118 0.127162 0.28738 0.886254 0.0595228 0.0910487 1.60053 0.0519942 0.0999104 1.29099 
-1.12393 -0.58603 0.549033 -1.19998 -0.585167 0.261876 -1.09677 -0.374759 0.359355 -1.12571 -0.803496 0.370334 -1.09085 -0.384836 0.187139 -1.11681 -0.794751 0.19753 -1.08493 -0.394914 0.0149231 -1.10791 -0.786007 0.024726 -1.09518 -0.396482 -0.149346 -1.11434 -0.787576 -0.139805 -1.11022 -0.399854 -0.322961 -1.12646 -0.787144 -0.313824 -1.05937 -0.590892 0.400449 -1.05207 -0.599989 0.0909147 0.123934 0.0860296 1.74903 0.199978 0.085167 1.46188 0.0967735 -0.125241 1.55936 0.125711 0.303495 1.57033 0.0908526 -0.115164 1.38714 0.116811 0.294751 1.39753 0.0849317 -0.105086 1.21492 0.10791 0.286007 1.22473 0.0951789 -0.103518 1.05065 0.11434 0.287576 1.0602 0.110223 -0.100146 0.877039 0.126456 0.287144 0.886176 0.0593659 0.0908918 1.60045 0.0520726 0.0999888 1.29091 
-1.12393 -0.58603 0.549033 -1.19998 -0.585167 0.261876 -1.09677 -0.374759 0.359355 -1.12571 -0.803496 0.370334 -1.09085 -0.384836 0.187139 -1.11681 -0.794751 0.19753 -1.08493 -0.394914 0.0149231 -1.10791 -0.786007 0.024726 -1.09518 -0.396482 -0.149346 -1.11434 -0.787576 -0.139805 -1.11022 -0.399854 -0.322961 -1.12646 -0.787144 -0.313824 -1.05937 -0.590892 0.400449 -1.05207 -0.599989 0.0909147 0.123934 0.0860296 1.74903 0.199978 0.085167 1.46188 0.0967735 -0.125241 1.55936 0.125711 0.303495 1.57033 0.0908526 -0.115164 1.38714 0.116811 0.294751 1.39753 0.0849317 -0.105086 1.21492 0.10791 0.286007 1.22473 0.0951789 -0.103518 1.05065 0.11434 0.287576 1.0602 0.110223 -0.100146 0.877039 0.126456 0.287144 0.886176 0.0593659 0.0908918 1.60045 0.0520726 0.0999888 1.29091 
-1.12393 -0.585951 0.548981 -1.19998 -0.585088 0.261876 -1.09677 -0.374681 0.359355 -1.12571 -0.803496 0.370334 -1.09085 -0.384758 0.187139 -1.11681 -0.794712 0.197491 -1.08493 -0.394835 0.0149231 -1.10791 -0.785929 0.0246475 -1.09513 -0.396404 -0.149346 -1.11434 -0.787497 -0.139831 -1.11007 -0.399697 -0.322961 -1.12646 -0.787066 -0.313824 -1.05937 -0.590813 0.400449 -1.05207 -0.599989 0.0909147 0.123934 0.0859512 1.74898 0.199978 0.0850885 1.46188 0.0967735 -0.125319 1.55936 0.125711 0.303495 1.57033 0.0908526 -0.115242 1.38714 0.116811 0.294712 1.39749 0.0849317 -0.105165 1.21492 0.10791 0.285929 1.22465 0.0951266 -0.103596 1.05065 0.11434 0.287497 1.06017 0.110066 -0.100303 0.877039 0.126456 0.287066 0.886176 0.0593659 0.0908134 1.60045 0.0520726 0.0999888 1.29091 
-1.12396 -0.585951 0.548981 -1.1999 -0.585088 0.261876 -1.09677 -0.374681 0.359277 -1.12571 -0.803417 0.370334 -1.09081 -0.384719 0.1871 -1.11681 -0.794634 0.197491 -1.08485 -0.394757 0.0149231 -1.10791 -0.78585 0.0246475 -1.09505 -0.396273 -0.149398 -1.11434 -0.787471 -0.139831 -1.10999 -0.39958 -0.323039 -1.12642 -0.787066 -0.313824 -1.05944 -0.590813 0.400449 -1.05207 -0.599989 0.0909147 0.12396 0.0859512 1.74898 0.199899 0.0850885 1.46188 0.0967735 -0.125319 1.55928 0.125711 0.303417 1.57033 0.0908134 -0.115281 1.3871 0.116811 0.294634 1.39749 0.0848533 -0.105243 1.21492 0.10791 0.28585 1.22465 0.0950482 -0.103727 1.0506 0.11434 0.287471 1.06017 0.109988 -0.10042 0.876961 0.126417 0.287066 0.886176 0.0594443 0.0908134 1.60045 0.0520726 0.0999888 1.29091 
-1.12401 -0.585873 0.548955 -1.19998 -0.585088 0.261797 -1.09685 -0.374602 0.359277 -1.12571 -0.803417 0.370334 -1.09085 -0.38468 0.1871 -1.11685 -0.794634 0.197491 -1.08485 -0.394757 0.0149231 -1.10799 -0.78585 0.0246475 -1.09505 -0.396221 -0.149398 -1.11437 -0.787419 -0.139831 -1.10995 -0.399462 -0.323039 -1.12646 -0.786988 -0.313824 -1.05944 -0.590735 0.40037 -1.05207 -0.599989 0.0909147 0.124012 0.0858728 1.74896 0.199978 0.0850885 1.4618 0.0968519 -0.125398 1.55928 0.125711 0.303417 1.57033 0.0908526 -0.11532 1.3871 0.11685 0.294634 1.39749 0.0848533 -0.105243 1.21492 0.107988 0.28585 1.22465 0.0950482 -0.103779 1.0506 0.114366 0.287419 1.06017 0.109949 -0.100538 0.876961 0.126456 0.286988 0.886176 0.0594443 0.090735 1.60037 0.0520726 0.0999888 1.29091 
-1.12393 -0.585742 0.548955 -1.20006 -0.585167 0.261797 -1.09677 -0.374602 0.359277 -1.12563 -0.803417 0.370334 -1.09073 -0.38464 0.1871 -1.11673 -0.794673 0.197491 -1.0847 -0.394678 0.0149231 -1.10783 -0.785929 0.0246475 -1.09479 -0.39609 -0.149398 -1.11416 -0.787393 -0.139831 -1.1096 -0.399266 -0.323039 -1.12614 -0.78687 -0.313864 -1.05952 -0.590657 0.40037 -1.05215 -0.599989 0.0909147 0.123934 0.085742 1.74896 0.200056 0.085167 1.4618 0.0967735 -0.125398 1.55928 0.125633 0.303417 1.57033 0.0907349 -0.11536 1.3871 0.116732 0.294673 1.39749 0.0846964 -0.105322 1.21492 0.107831 0.285929 1.22465 0.0947868 -0.10391 1.0506 0.114157 0.287393 1.06017 0.109596 -0.100734 0.876961 0.126143 0.28687 0.886136 0.0595228 0.0906565 1.60037 0.052151 0.0999888 1.29091 
